host_time,esp_timestamp,delta_us
1781851724564523,3542951,1781851721021572
1781851724570199,3553389,1781851721016810
1781851724576810,3559498,1781851721017312
1781851724585036,3567626,1781851721017410
1781851724593984,3576912,1781851721017072
1781851724603676,3586898,1781851721016778
1781851724613847,3596924,1781851721016923
1781851724624659,3607280,1781851721017379
1781851724630082,3607787,1781851721022295
1781851724637781,3621137,1781851721016644
1781851724645224,3628833,1781851721016391
1781851724654610,3637603,1781851721017007
1781851724663384,3646983,1781851721016401
1781851724673604,3656878,1781851721016726
1781851724683310,3665837,1781851721017473
1781851724687986,3666386,1781851721021600
1781851724694508,3677715,1781851721016793
1781851724702610,3685708,1781851721016902
1781851724715875,3695726,1781851721020149
1781851724725858,3705839,1781851721020019
1781851724732270,3706355,1781851721025915
1781851724735033,3718070,1781851721016963
1781851724753722,3735607,1781851721018115
1781851724759024,3736870,1781851721022154
1781851724764676,3737030,1781851721027646
1781851724770173,3737243,1781851721032930
1781851724774044,3737643,1781851721036401
1781851724781920,3764422,1781851721017498
1781851724788751,3771865,1781851721016886
1781851724795374,3778563,1781851721016811
1781851724802280,3785211,1781851721017069
1781851724808366,3791882,1781851721016484
1781851724814922,3798169,1781851721016753
1781851724822231,3804821,1781851721017410
1781851724827691,3804998,1781851721022693
1781851724831634,3805170,1781851721026464
1781851724839181,3821735,1781851721017446
1781851724845987,3828882,1781851721017105
1781851724856941,3840599,1781851721016342
1781851724864114,3846974,1781851721017140
1781851724870344,3853618,1781851721016726
1781851724878976,3859878,1781851721019098
1781851724886371,3866585,1781851721019786
1781851724895191,3875644,1781851721019547
1781851724902687,3885842,1781851721016845
1781851724913324,3895905,1781851721017419
1781851724922552,3905742,1781851721016810
1781851724935923,3915551,1781851721020372
1781851724950202,3925686,1781851721024516
1781851724956982,3935899,1781851721021083
1781851724966753,3947396,1781851721019357
1781851724976694,3956226,1781851721020468
1781851724982949,3956408,1781851721026541
1781851724985648,3956903,1781851721028745
1781851724988393,3957136,1781851721031257
1781851724995327,3978173,1781851721017154
1781851725001871,3984957,1781851721016914
1781851725008731,3991564,1781851721017167
1781851725015536,3998124,1781851721017412
1781851725025462,4007572,1781851721017890
1781851725034202,4016794,1781851721017408
1781851725043788,4026287,1781851721017501
1781851725052755,4035639,1781851721017116
1781851725063080,4045885,1781851721017195
1781851725073114,4055653,1781851721017461
1781851725083108,4065598,1781851721017510
1781851725091918,4075552,1781851721016366
1781851725103189,4085693,1781851721017496
1781851725112523,4095513,1781851721017010
1781851725122264,4105548,1781851721016716
1781851725132149,4115627,1781851721016522
1781851725142947,4125640,1781851721017307
1781851725152018,4135694,1781851721016324
1781851725163378,4146169,1781851721017209
1781851725173004,4155939,1781851721017065
1781851725182429,4165627,1781851721016802
1781851725192954,4175646,1781851721017308
1781851725202623,4185608,1781851721017015
1781851725212091,4195552,1781851721016539
1781851725221990,4205587,1781851721016403
1781851725232109,4215546,1781851721016563
1781851725242981,4225549,1781851721017432
1781851725252958,4235533,1781851721017425
1781851725265943,4248555,1781851721017388
1781851725272968,4255848,1781851721017120
1781851725282594,4265667,1781851721016927
1781851725292443,4275706,1781851721016737
1781851725302155,4285546,1781851721016609
1781851725312960,4295754,1781851721017206
1781851725321958,4305579,1781851721016379
1781851725332726,4315584,1781851721017142
1781851725343145,4325631,1781851721017514
1781851725352097,4335599,1781851721016498
1781851725363209,4345686,1781851721017523
1781851725372375,4355803,1781851721016572
1781851725383114,4365759,1781851721017355
1781851725392926,4375557,1781851721017369
1781851725402496,4385564,1781851721016932
1781851725411949,4395690,1781851721016259
1781851725422540,4405903,1781851721016637
1781851725433646,4416114,1781851721017532
1781851725443165,4425858,1781851721017307
1781851725452645,4435904,1781851721016741
1781851725470019,4452255,1781851721017764
1781851725478707,4461887,1781851721016820
1781851725488418,4468153,1781851721020265
1781851725495342,4475766,1781851721019576
1781851725502443,4485513,1781851721016930
1781851725515023,4495528,1781851721019495
1781851725525576,4505634,1781851721019942
1781851725535168,4515591,1781851721019577
1781851725545291,4525560,1781851721019731
1781851725555158,4535540,1781851721019618
1781851725565484,4545619,1781851721019865
1781851725575991,4555716,1781851721020275
1781851725583199,4565854,1781851721017345
1781851725592377,4575631,1781851721016746
1781851725602465,4585550,1781851721016915
1781851725612568,4595624,1781851721016944
1781851725623409,4605536,1781851721017873
1781851725632099,4615604,1781851721016495
1781851725642401,4625672,1781851721016729
1781851725653311,4635716,1781851721017595
1781851725662754,4645606,1781851721017148
1781851725675885,4658240,1781851721017645
1781851725683003,4665734,1781851721017269
1781851725692248,4675637,1781851721016611
1781851725703116,4685808,1781851721017308
1781851725712185,4695629,1781851721016556
1781851725723275,4705840,1781851721017435
1781851725732622,4716112,1781851721016510
1781851725742517,4725858,1781851721016659
1781851725753215,4735651,1781851721017564
1781851725762147,4745573,1781851721016574
1781851725773262,4755704,1781851721017558
1781851725783430,4765942,1781851721017488
1781851725792560,4775704,1781851721016856
1781851725802980,4785595,1781851721017385
1781851725811995,4795486,1781851721016509
1781851725822883,4805495,1781851721017388
1781851725832302,4815529,1781851721016773
1781851725842726,4825565,1781851721017161
1781851725853349,4835780,1781851721017569
1781851725863147,4845711,1781851721017436
1781851725873212,4855529,1781851721017683
1781851725882916,4865988,1781851721016928
1781851725893457,4875644,1781851721017813
1781851725902494,4885571,1781851721016923
1781851725912198,4895608,1781851721016590
1781851725923242,4905699,1781851721017543
1781851725933197,4915663,1781851721017534
1781851725943124,4925671,1781851721017453
1781851725952231,4935599,1781851721016632
1781851725963001,4945661,1781851721017340
1781851725972012,4955642,1781851721016370
1781851725982954,4965631,1781851721017323
1781851725992265,4975624,1781851721016641
1781851726002554,4985679,1781851721016875
1781851726012945,4995573,1781851721017372
1781851726027097,5009676,1781851721017421
1781851726032548,5009883,1781851721022665
1781851726038051,5010378,1781851721027673
1781851726042585,5010900,1781851721031685
1781851726049686,5032411,1781851721017275
1781851726055833,5039113,1781851721016720
1781851726062000,5045455,1781851721016545
1781851726068021,5051538,1781851721016483
1781851726075063,5057711,1781851721017352
1781851726085343,5067744,1781851721017599
1781851726093805,5075856,1781851721017949
1781851726098121,5076354,1781851721021767
1781851726105516,5088007,1781851721017509
1781851726113688,5096237,1781851721017451
1781851726119092,5096417,1781851721022675
1781851726124388,5096901,1781851721027487
1781851726130892,5114215,1781851721016677
1781851726137264,5121055,1781851721016209
1781851726143756,5127145,1781851721016611
1781851726152666,5135731,1781851721016935
1781851726163057,5145613,1781851721017444
1781851726172694,5155686,1781851721017008
1781851726186022,5168729,1781851721017293
1781851726192601,5175965,1781851721016636
1781851726202197,5185635,1781851721016562
1781851726215518,5195878,1781851721019640
1781851726220692,5196391,1781851721024301
1781851726224848,5208062,1781851721016786
1781851726232213,5215780,1781851721016433
1781851726243418,5225976,1781851721017442
1781851726252077,5235725,1781851721016352
1781851726262601,5245821,1781851721016780
1781851726272678,5255905,1781851721016773
1781851726283443,5265853,1781851721017590
1781851726296531,5276184,1781851721020347
1781851726303230,5285947,1781851721017283
1781851726312733,5295896,1781851721016837
1781851726322319,5305761,1781851721016558
1781851726332967,5315592,1781851721017375
1781851726343132,5325570,1781851721017562
1781851726355522,5335576,1781851721019946
1781851726364654,5345672,1781851721018982
1781851726372500,5355635,1781851721016865
1781851726382593,5365551,1781851721017042
1781851726393369,5376359,1781851721017010
1781851726406025,5385923,1781851721020102
1781851726415664,5395606,1781851721020058
1781851726422927,5405611,1781851721017316
1781851726432786,5415587,1781851721017199
1781851726443198,5425683,1781851721017515
1781851726455448,5435496,1781851721019952
1781851726465792,5445690,1781851721020102
1781851726475680,5455821,1781851721019859
1781851726484658,5465285,1781851721019373
1781851726500168,5477768,1781851721022400
1781851726505920,5485418,1781851721020502
1781851726513154,5495155,1781851721017999
