host_time,esp_timestamp,delta_us
1781851287386770,3473689,1781851283913081
1781851287388789,3484456,1781851283904333
1781851287391216,3491623,1781851283899593
1781851287400247,3500569,1781851283899678
1781851287408701,3508759,1781851283899942
1781851287415631,3516713,1781851283898918
1781851287426364,3526870,1781851283899494
1781851287436958,3536751,1781851283900207
1781851287440860,3537231,1781851283903629
1781851287448586,3549166,1781851283899420
1781851287456657,3556981,1781851283899676
1781851287466085,3566748,1781851283899337
1781851287476194,3576752,1781851283899442
1781851287486518,3586827,1781851283899691
1781851287499106,3599644,1781851283899462
1781851287505926,3606198,1781851283899728
1781851287515070,3615526,1781851283899544
1781851287525110,3625627,1781851283899483
1781851287535226,3635585,1781851283899641
1781851287545063,3645744,1781851283899319
1781851287555758,3655575,1781851283900183
1781851287561236,3656064,1781851283905172
1781851287564971,3656571,1781851283908400
1781851287572275,3672214,1781851283900061
1781851287577790,3672685,1781851283905105
1781851287583277,3673192,1781851283910085
1781851287586819,3673681,1781851283913138
1781851287593559,3693827,1781851283899732
1781851287600771,3701260,1781851283899511
1781851287607813,3708129,1781851283899684
1781851287614554,3714968,1781851283899586
1781851287621021,3721496,1781851283899525
1781851287627653,3727792,1781851283899861
1781851287635458,3735600,1781851283899858
1781851287644958,3745568,1781851283899390
1781851287654930,3755554,1781851283899376
1781851287665053,3765536,1781851283899517
1781851287675212,3775456,1781851283899756
1781851287684981,3785460,1781851283899521
1781851287708561,3795399,1781851283913162
1781851287714639,3811810,1781851283902829
1781851287718602,3818854,1781851283899748
1781851287725075,3825606,1781851283899469
1781851287734994,3835501,1781851283899493
1781851287745139,3845400,1781851283899739
1781851287755224,3855559,1781851283899665
1781851287765562,3865709,1781851283899853
1781851287774784,3875558,1781851283899226
1781851287784905,3885559,1781851283899346
1781851287795182,3895687,1781851283899495
1781851287806015,3906090,1781851283899925
1781851287815723,3915844,1781851283899879
1781851287825380,3925704,1781851283899676
1781851287842227,3940165,1781851283902062
1781851287848870,3946750,1781851283902120
1781851287854982,3955529,1781851283899453
1781851287865308,3965615,1781851283899693
1781851287875339,3975468,1781851283899871
1781851287884996,3985441,1781851283899555
1781851287896440,3996687,1781851283899753
1781851287908281,4008638,1781851283899643
1781851287915053,4015791,1781851283899262
1781851287925345,4025571,1781851283899774
1781851287946694,4046918,1781851283899776
1781851287953154,4053731,1781851283899423
1781851287959840,4060215,1781851283899625
1781851287966410,4066696,1781851283899714
1781851287975882,4076012,1781851283899870
1781851287984601,4085492,1781851283899109
1781851287994984,4095417,1781851283899567
1781851288005090,4105495,1781851283899595
1781851288015625,4115876,1781851283899749
1781851288025569,4125630,1781851283899939
1781851288035506,4135530,1781851283899976
1781851288045135,4145464,1781851283899671
1781851288055120,4155407,1781851283899713
1781851288064799,4165403,1781851283899396
1781851288074794,4175465,1781851283899329
1781851288084952,4185494,1781851283899458
1781851288095302,4195439,1781851283899863
1781851288104981,4205472,1781851283899509
1781851288115328,4215769,1781851283899559
1781851288125280,4225555,1781851283899725
1781851288140902,4235477,1781851283905425
1781851288144933,4245555,1781851283899378
1781851288155864,4256035,1781851283899829
1781851288165052,4265612,1781851283899440
1781851288175286,4275586,1781851283899700
1781851288185130,4285717,1781851283899413
1781851288195372,4295536,1781851283899836
1781851288204997,4305422,1781851283899575
1781851288215290,4315690,1781851283899600
1781851288225316,4325825,1781851283899491
1781851288235139,4335579,1781851283899560
1781851288244950,4345366,1781851283899584
