host_time,esp_timestamp,delta_us
1781850655008260,3466431,1781850651541829
1781850655015428,3476699,1781850651538729
1781850655018261,3483415,1781850651534846
1781850655030330,3494953,1781850651535377
1781850655035701,3499173,1781850651536528
1781850655041119,3499793,1781850651541326
1781850655044515,3500068,1781850651544447
1781850655054010,3518714,1781850651535296
1781850655058727,3519003,1781850651539724
1781850655067664,3532774,1781850651534890
1781850655076647,3541450,1781850651535197
1781850655084293,3549599,1781850651534694
1781850655092726,3557366,1781850651535360
1781850655100723,3565451,1781850651535272
1781850655105217,3565931,1781850651539286
1781850655113332,3578464,1781850651534868
1781850655120734,3586398,1781850651534336
1781850655134504,3599181,1781850651535323
1781850655139137,3599703,1781850651539434
1781850655146639,3612004,1781850651534635
1781850655153801,3618669,1781850651535132
1781850655163609,3627320,1781850651536289
1781850655170263,3634915,1781850651535348
1781850655177138,3642253,1781850651534885
1781850655186183,3648722,1781850651537461
1781850655192887,3655335,1781850651537552
1781850655198806,3655815,1781850651542991
1781850655204483,3667107,1781850651537376
1781850655210776,3673387,1781850651537389
1781850655219602,3683033,1781850651536569
1781850655230999,3693541,1781850651537458
1781850655240585,3703430,1781850651537155
1781850655245807,3703934,1781850651541873
1781850655249972,3704142,1781850651545830
1781850655255196,3704325,1781850651550871
1781850655258869,3704849,1781850651554020
1781850655263728,3705073,1781850651558655
1781850655268244,3705262,1781850651562982
1781850655278436,3742968,1781850651535468
1781850655282915,3743501,1781850651539414
1781850655296986,3761593,1781850651535393
1781850655301313,3761835,1781850651539478
1781850655308312,3773563,1781850651534749
1781850655314900,3780018,1781850651534882
1781850655323274,3786759,1781850651536515
1781850655330982,3793690,1781850651537292
1781850655336443,3794223,1781850651542220
1781850655340295,3794403,1781850651545892
1781850655345435,3794588,1781850651550847
1781850655350913,3794833,1781850651556080
1781850655356305,3795068,1781850651561237
1781850655359656,3795653,1781850651564003
1781850655365065,3796105,1781850651568960
1781850655370428,3796372,1781850651574056
1781850655375959,3797673,1781850651578286
1781850655381387,3802568,1781850651578819
1781850655384780,3807764,1781850651577016
1781850655392498,3857379,1781850651535119
1781850655399666,3864693,1781850651534973
1781850655408174,3871474,1781850651536700
1781850655415419,3878125,1781850651537294
1781850655419571,3884477,1781850651535094
1781850655428824,3891483,1781850651537341
1781850655438367,3902999,1781850651535368
1781850655442508,3903302,1781850651539206
1781850655449699,3915011,1781850651534688
1781850655459170,3923746,1781850651535424
1781850655463291,3924005,1781850651539286
1781850655470382,3935432,1781850651534950
1781850655478254,3943046,1781850651535208
1781850655485595,3950352,1781850651535243
1781850655492691,3957313,1781850651535378
1781850655498122,3957535,1781850651540587
1781850655501663,3958146,1781850651543517
1781850655508772,3973695,1781850651535077
1781850655515020,3980416,1781850651534604
1781850655522211,3986659,1781850651535552
1781850655531386,3995913,1781850651535473
1781850655535944,3996148,1781850651539796
1781850655543148,4008082,1781850651535066
1781850655549429,4014748,1781850651534681
1781850655556513,4021473,1781850651535040
1781850655563002,4028158,1781850651534844
1781850655569308,4034506,1781850651534802
1781850655578154,4042929,1781850651535225
1781850655585514,4050295,1781850651535219
1781850655592182,4057095,1781850651535087
1781850655598904,4063841,1781850651535063
1781850655605417,4070625,1781850651534792
1781850655612142,4077231,1781850651534911
1781850655619442,4084431,1781850651535011
1781850655626444,4091343,1781850651535101
1781850655633141,4097551,1781850651535590
1781850655637211,4098154,1781850651539057
1781850655644083,4109231,1781850651534852
1781850655650537,4115864,1781850651534673
1781850655657544,4122404,1781850651535140
1781850655663803,4129106,1781850651534697
1781850655670730,4135433,1781850651535297
1781850655681452,4146254,1781850651535198
1781850655688129,4153263,1781850651534866
1781850655694818,4159902,1781850651534916
1781850655701160,4166554,1781850651534606
1781850655708160,4173112,1781850651535048
1781850655718016,4183228,1781850651534788
