host_time,esp_timestamp,delta_us
1781687922316056,0,1781687922316056
1781687923521899,6,1781687923521893
1781687924439288,810340,1781687923628948
1781687927033689,3405408,1781687923628281
1781687927063544,3405701,1781687923657843
1781687976959458,53330889,1781687923628569
1781687976989355,53332880,1781687923656475
1781687977290503,53662704,1781687923627799
1781687977319877,53663505,1781687923656372
1781687979723016,56095063,1781687923627953
1781687979753282,56095877,1781687923657405
