host_time,esp_timestamp,delta_us
1781687621650580,0,1781687621650580
1781687622856414,6,1781687622856408
1781687624086660,1122314,1781687622964346
1781687636818298,13853208,1781687622965090
1781687636961299,14000190,1781687622961109
1781687637073379,14111733,1781687622961646
1781687644361935,21398061,1781687622963874
1781687649174184,26210968,1781687622963216
1781687649204520,26212426,1781687622992094
1781687669242740,46281011,1781687622961729
1781687669768387,46807533,1781687622960854
1781687672994863,50033147,1781687622961716
1781687677231293,54269171,1781687622962122
1781687678055235,55092874,1781687622962361
1781687679570172,56608682,1781687622961490
1781687679600822,56621061,1781687622979761
1781687679651235,56686678,1781687622964557
1781687679681472,56687861,1781687622993611
1781687679719905,56757997,1781687622961908
1781687679750287,56763304,1781687622986983
1781687679780607,56764989,1781687623015618
1781687679810408,56766174,1781687623044234
