host_time,esp_timestamp,delta_us
1781687283681021,0,1781687283681021
1781687284884556,6,1781687284884550
1781687286010408,997628,1781687285012780
1781687296799303,11807499,1781687284991804
1781687314834928,29844892,1781687284990036
1781687317308275,32317823,1781687284990452
1781687317338239,32319414,1781687285018825
1781687320053394,35063611,1781687284989783
1781687321999278,37009473,1781687284989805
1781687327374999,42385125,1781687284989874
1781687328805963,43816253,1781687284989710
1781687330333299,45343497,1781687284989802
1781687330914175,45921879,1781687284992296
1781687330943557,45922581,1781687285020976
1781687334599167,49608649,1781687284990518
1781687341834167,56842649,1781687284991518
