host_time,esp_timestamp,delta_us
1781548475622036,56,1781548475621980
1781548476827716,6,1781548476827710
1781548476962009,27811,1781548476934198
1781548476992790,28451,1781548476964339
1781548477845374,907834,1781548476937540
1781548477874251,909248,1781548476965003
1781548478376259,1441602,1781548476934657
1781548478602613,1667995,1781548476934618
1781548478633324,1668979,1781548476964345
1781548479177561,2241700,1781548476935861
1781548479208101,2243556,1781548476964545
1781548479896384,2960402,1781548476935982
1781548479989263,3054161,1781548476935102
1781548480069672,3134240,1781548476935432
1781548480281287,3347945,1781548476933342
1781548480655917,3721648,1781548476934269
1781548480685530,3722471,1781548476963059
1781548480882412,3947914,1781548476934498
1781548481081604,4147874,1781548476933730
1781548481535870,4601766,1781548476934104
1781548481566613,4602443,1781548476964170
1781548481597213,4614120,1781548476983093
1781548481627011,4640575,1781548476986436
1781548481681969,4747994,1781548476933975
1781548481712760,4749053,1781548476963707
1781548482829239,5895113,1781548476934126
1781548483510375,6574660,1781548476935715
1781548484696985,7761686,1781548476935299
1781548484765150,7828024,1781548476937126
1781548484793330,7829504,1781548476963826
1781548484824617,7864750,1781548476959867
1781548485496302,8561708,1781548476934594
1781548485788182,8854193,1781548476933989
1781548485988399,9054246,1781548476934153
1781548486018994,9054945,1781548476964049
1781548486323483,9389076,1781548476934407
1781548486376191,9441685,1781548476934506
1781548486869660,9934658,1781548476935002
1781548486979296,10041708,1781548476937588
1781548487007060,10043158,1781548476963902
1781548487039983,10068157,1781548476971826
1781548487070484,10111780,1781548476958704
1781548487098396,10112295,1781548476986101
1781548487243064,10308031,1781548476935033
1781548487325129,10388076,1781548476937053
1781548487355407,10389180,1781548476966227
1781548487858534,10921796,1781548476936738
1781548487886282,10947723,1781548476938559
1781548487922227,10988116,1781548476934111
1781548488011575,11074932,1781548476936643
1781548488072199,11135174,1781548476937025
1781548488100353,11147976,1781548476952377
1781548488131094,11148945,1781548476982149
1781548488458669,11522750,1781548476935919
1781548488656634,11721738,1781548476934896
1781548488687038,11723135,1781548476963903
1781548488948970,12014284,1781548476934686
1781548489336366,12401755,1781548476934611
1781548489367562,12403496,1781548476964066
1781548489482768,12547997,1781548476934771
1781548489513175,12549196,1781548476963979
1781548489829933,12895268,1781548476934665
1781548490174088,13240525,1781548476933563
1781548490204633,13241265,1781548476963368
1781548490235338,13242206,1781548476993132
1781548490629030,13694320,1781548476934710
1781548490697613,13760644,1781548476936969
1781548490727392,13761951,1781548476965441
1781548491027272,14091852,1781548476935420
1781548491080919,14148086,1781548476932833
1781548491410117,14474100,1781548476936017
1781548491894160,14960542,1781548476933618
1781548492110734,15174333,1781548476936401
1781548492141361,15174965,1781548476966396
1781548492171348,15175474,1781548476995874
1781548492308429,15374363,1781548476934066
1781548492442727,15508713,1781548476934014
1781548492495889,15561792,1781548476934097
1781548492844983,15908144,1781548476936839
1781548492873528,15909164,1781548476964364
1781548492988215,16054434,1781548476933781
1781548493041746,16108173,1781548476933573
1781548493072714,16120740,1781548476951974
1781548493298197,16361834,1781548476936363
1781548493328567,16362461,1781548476966106
1781548493358119,16362916,1781548476995203
1781548493408407,16472042,1781548476936365
1781548493589624,16654596,1781548476935028
1781548493620139,16655693,1781548476964446
1781548493653213,16709430,1781548476943783
1781548493734411,16800617,1781548476933794
1781548493827158,16891326,1781548476935832
1781548494187954,17254375,1781548476933579
1781548494848172,17911868,1781548476936304
1781548494876248,17912495,1781548476963753
1781548495001845,18068099,1781548476933746
1781548495857762,18922500,1781548476935262
1781548496815282,19880943,1781548476934339
1781548497336964,20401872,1781548476935092
1781548497369999,20403665,1781548476966334
1781548497398388,20414433,1781548476983955
1781548497828874,20894383,1781548476934491
1781548498049470,21115659,1781548476933811
1781548498135836,21201922,1781548476933914
1781548498575384,21640625,1781548476934759
1781548498815813,21881854,1781548476933959
1781548498961508,22028153,1781548476933355
1781548499655286,22720922,1781548476934364
1781548499684718,22721985,1781548476962733
1781548499748298,22814447,1781548476933851
1781548499882213,22948142,1781548476934071
1781548500710186,23775785,1781548476934401
1781548500833277,23898808,1781548476934469
1781548501043650,24108183,1781548476935467
1781548501389019,24454582,1781548476934437
1781548501642193,24708169,1781548476934024
1781548502189674,25254401,1781548476935273
1781548503669294,26734505,1781548476934789
1781548503701804,26739105,1781548476962699
1781548503801669,26868266,1781548476933403
1781548503833075,26868783,1781548476964292
1781548503869591,26935325,1781548476934266
1781548503900442,26949079,1781548476951363
1781548504163014,27228255,1781548476934759
1781548504389912,27455511,1781548476934401
1781548504494833,27560783,1781548476934050
1781548504525514,27561945,1781548476963569
1781548505095290,28160776,1781548476934514
1781548505270591,28334567,1781548476936024
1781548505390523,28457009,1781548476933514
1781548505420873,28457671,1781548476963202
1781548505775880,28842328,1781548476933552
1781548505870120,28935335,1781548476934785
1781548505936171,29002028,1781548476934143
1781548505966357,29003104,1781548476963253
1781548506042692,29108295,1781548476934397
1781548506962162,30028233,1781548476933929
1781548506992248,30029331,1781548476962917
1781548507308077,30374523,1781548476933554
1781548507338752,30375430,1781548476963322
1781548507368728,30397693,1781548476971035
1781548507496453,30562189,1781548476934264
1781548507695440,30760804,1781548476934636
1781548508041993,31108262,1781548476933731
1781548508072601,31109226,1781548476963375
1781548508103152,31160767,1781548476942385
1781548508133690,31162229,1781548476971461
1781548508166927,31188366,1781548476978561
1781548508195105,31240773,1781548476954332
1781548508510292,31574780,1781548476935512
1781548508630636,31694528,1781548476936108
1781548508658488,31695302,1781548476963186
1781548508776075,31840779,1781548476935296
1781548508845167,31908702,1781548476936465
1781548508921807,31988272,1781548476933535
1781548508952168,31989257,1781548476962911
1781548509290633,32356666,1781548476933967
1781548509323442,32374556,1781548476948886
1781548509367450,32430543,1781548476936907
1781548509654978,32720753,1781548476934225
1781548509774456,32840826,1781548476933630
1781548509989489,33054597,1781548476934892
1781548510025446,33091554,1781548476933892
1781548510321889,33388354,1781548476933535
1781548510367440,33431746,1781548476935694
1781548510398157,33447749,1781548476950408
1781548510453454,33518993,1781548476934461
1781548510616128,33680762,1781548476935366
1781548510817076,33882043,1781548476935033
1781548511001496,34068298,1781548476933198
1781548511255326,34320787,1781548476934539
1781548511415175,34480921,1781548476934254
1781548511591248,34654712,1781548476936536
1781548511619012,34655694,1781548476963318
1781548511749073,34814930,1781548476934143
1781548511816408,34880932,1781548476935476
1781548512001940,35068450,1781548476933490
1781548512083441,35148307,1781548476935134
1781548512214915,35280786,1781548476934129
1781548512601935,35668545,1781548476933390
