host_time,esp_timestamp,delta_us
1781687177400845,0,1781687177400845
1781687178606676,6,1781687178606670
1781687179732506,999498,1781687178733008
1781687180260121,1546681,1781687178713440
1781687199902541,21187409,1781687178715132
1781687205483689,26772116,1781687178711573
1781687205723433,27011765,1781687178711668
1781687205776839,27065894,1781687178710945
1781687206021254,27309370,1781687178711884
1781687206368077,27654141,1781687178713936
1781687206396670,27658394,1781687178738276
1781687234250326,55534742,1781687178715584
1781687234278953,55537517,1781687178741436
