host_time,esp_timestamp,delta_us
1781548285928942,56,1781548285928886
1781548287134708,6,1781548287134702
1781548287470254,229159,1781548287241095
1781548287923020,680981,1781548287242039
1781548288260536,1011164,1781548287249372
1781548288296750,1054715,1781548287242035
1781548288631691,1388356,1781548287243335
1781548288660517,1389298,1781548287271219
1781548289335703,2094589,1781548287241114
1781548289403376,2160867,1781548287242509
1781548289923090,2680894,1781548287242196
1781548290030735,2788765,1781548287241970
1781548290060307,2790928,1781548287269379
1781548290321497,3080824,1781548287240673
1781548290351586,3081479,1781548287270107
1781548290629399,3388321,1781548287241078
1781548290805156,3560983,1781548287244173
1781548290835486,3562739,1781548287272747
1781548290863209,3588325,1781548287274884
1781548290893147,3588986,1781548287304161
1781548290988644,3748536,1781548287240108
1781548291018848,3748952,1781548287269896
1781548291049370,3760853,1781548287288517
1781548291077750,3761667,1781548287316083
1781548291536666,4294900,1781548287241766
1781548291711755,4468390,1781548287243365
1781548291739969,4469465,1781548287270504
1781548291976197,4734673,1781548287241524
1781548292402957,5160930,1781548287242027
1781548292589135,5348623,1781548287240512
1781548293190607,5949063,1781548287241544
1781548293362917,6122389,1781548287240528
1781548293391621,6148455,1781548287243166
1781548293442013,6201145,1781548287240868
1781548293895887,6654658,1781548287241229
1781548293961484,6721022,1781548287240462
1781548294041881,6801004,1781548287240877
1781548294072251,6801973,1781548287270278
1781548294101733,6854774,1781548287246959
1781548295029596,7788409,1781548287241187
1781548295059691,7789397,1781548287270294
1781548295089942,7790020,1781548287299922
1781548295120463,7828514,1781548287291949
1781548295151118,7872852,1781548287278266
1781548295181546,7873885,1781548287307661
1781548295212516,7908671,1781548287303845
1781548295244535,7914330,1781548287330205
1781548295381994,8141845,1781548287240149
1781548295412424,8142484,1781548287269940
1781548295656173,8414668,1781548287241505
1781548295722510,8480947,1781548287241563
1781548296336954,9095403,1781548287241551
1781548297056437,9814784,1781548287241653
1781548298055338,10814692,1781548287240646
1781548298088225,10815482,1781548287272743
1781548298116418,10840925,1781548287275493
1781548298149224,10841511,1781548287307713
1781548298177238,10868820,1781548287308418
1781548298229363,10988668,1781548287240695
1781548298455582,11214705,1781548287240877
1781548298486036,11215790,1781548287270246
1781548298516355,11216303,1781548287300052
1781548298815260,11574754,1781548287240506
1781548298845704,11575760,1781548287269944
1781548298876269,11576330,1781548287299939
1781548298907009,11576912,1781548287330097
1781548299016452,11774906,1781548287241546
1781548299308837,12068389,1781548287240448
1781548299670401,12428720,1781548287241681
1781548299803120,12561039,1781548287242081
1781548299923243,12682121,1781548287241122
1781548300417007,13174729,1781548287242278
1781548300469233,13228452,1781548287240781
1781548300589340,13348529,1781548287240811
1781548301269787,14028515,1781548287241272
1781548301615949,14374737,1781548287241212
1781548301882151,14640975,1781548287241176
1781548301926546,14686629,1781548287239917
1781548302055151,14814800,1781548287240351
1781548302088102,14815316,1781548287272786
1781548302116372,14828529,1781548287287843
1781548302497791,15254801,1781548287242990
1781548302528333,15255730,1781548287272603
1781548302556195,15256724,1781548287299471
1781548302586719,15334736,1781548287251983
1781548302617224,15335489,1781548287281735
1781548302647864,15336235,1781548287311629
1781548302678432,15401040,1781548287277392
1781548302709206,15401818,1781548287307388
1781548302857581,15615086,1781548287242495
1781548302949296,15708540,1781548287240756
1781548302980528,15709549,1781548287270979
1781548303628899,16389236,1781548287239663
1781548304258555,17014817,1781548287243738
1781548304286722,17016232,1781548287270490
1781548304387205,17146445,1781548287240760
1781548304936969,17694822,1781548287242147
1781548305229908,17989253,1781548287240655
1781548305417493,18176169,1781548287241324
1781548306417725,19174949,1781548287242776
1781548306445877,19175444,1781548287270433
1781548306522307,19281110,1781548287241197
1781548306791234,19548568,1781548287242666
1781548306819505,19549108,1781548287270397
1781548308016425,20774956,1781548287241469
1781548308217609,20974944,1781548287242665
1781548308245928,20975483,1781548287270445
1781548308361407,21121114,1781548287240293
1781548308390825,21148755,1781548287242070
1781548309082087,21841095,1781548287240992
1781548309896385,22654863,1781548287241522
1781548310041644,22801157,1781548287240487
1781548310072068,22828601,1781548287243467
1781548310761722,23521132,1781548287240590
1781548310792286,23522127,1781548287270159
1781548310937697,23696127,1781548287241570
1781548311174959,23934955,1781548287240004
1781548311243012,24001151,1781548287241861
1781548311601334,24361687,1781548287239647
1781548311631782,24388627,1781548287243155
1781548311774663,24534857,1781548287239806
1781548312150574,24908623,1781548287241951
1781548312841443,25601124,1781548287240319
1781548312871968,25601853,1781548287270115
