host_time,esp_timestamp,delta_us
1781687542113475,0,1781687542113475
1781687543319361,6,1781687543319355
1781687543430705,3721,1781687543426984
1781687543460145,4069,1781687543456076
1781687544444854,997955,1781687543446899
1781687544479573,1050372,1781687543429201
1781687549742163,6315551,1781687543426612
1781687555543536,12117044,1781687543426492
1781687555573834,12118950,1781687543454884
1781687556911304,13484346,1781687543426958
1781687557527303,14098919,1781687543428384
1781687559777366,16351244,1781687543426122
1781687578592071,35167016,1781687543425055
1781687590103454,46675508,1781687543427946
1781687590131547,46676641,1781687543454906
1781687600137222,56710072,1781687543427150
