ts_us,kind,free_B,min_free_since_boot_B,largest_block_B,stack_headroom_B,cpu_percent
1781850655995269,heap,222080,194480,110592,,
1781850655996292,stack,,,,4124,
1781850656994853,heap,222196,194480,110592,,
1781850656999223,stack,,,,4124,
1781850658006131,heap,217704,194480,110592,,
1781850658006424,stack,,,,4124,
1781850659009873,heap,220012,194480,110592,,
1781850659010110,stack,,,,4124,
1781850660018344,cpu,,,,,48.100
1781850661019144,heap,222156,194480,110592,,
1781850661019385,stack,,,,4124,
1781850662019606,heap,222156,194480,110592,,
1781850662019852,stack,,,,4124,
1781850663020818,heap,222156,194480,110592,,
1781850663021148,stack,,,,4124,
1781850664021575,heap,222156,194480,110592,,
1781850664021769,stack,,,,4124,
1781850665025668,heap,221976,194480,110592,,
1781850665026690,stack,,,,4124,
1781850666031707,cpu,,,,,51.600
1781850667033018,heap,222156,194480,110592,,
1781850667034293,stack,,,,4124,
1781850668034993,heap,221796,194480,110592,,
1781850668036112,stack,,,,4124,
1781850669042289,stack,,,,4124,
1781850670045289,heap,221976,194480,110592,,
1781850670052474,stack,,,,4124,
1781850671057973,heap,221976,194480,110592,,
1781850671058208,stack,,,,4124,
1781850672078329,cpu,,,,,62.600
1781850673084617,heap,221796,194480,110592,,
1781850673085760,stack,,,,4124,
1781850674083186,heap,221796,194480,110592,,
1781850674084217,stack,,,,4124,
1781850675087046,heap,221976,194480,110592,,
1781850675094123,stack,,,,4124,
1781850676098767,heap,221796,194480,110592,,
1781850676099653,stack,,,,4124,
1781850677098011,heap,221796,194480,110592,,
1781850677099044,stack,,,,4124,
1781850678099098,cpu,,,,,34.600
1781850679100806,heap,221796,194480,110592,,
1781850679101809,stack,,,,4124,
1781850680104325,heap,221796,194480,110592,,
1781850680104571,stack,,,,4124,
1781850681105618,heap,222156,194480,110592,,
1781850681106447,stack,,,,4124,
1781850682106149,heap,222156,194480,110592,,
1781850682106467,stack,,,,4124,
1781850683107367,heap,222156,194480,110592,,
1781850683115637,stack,,,,4124,
1781850684122866,cpu,,,,,50.500
1781850685126154,heap,222156,193916,110592,,
1781850685127176,stack,,,,4124,
1781850686128148,heap,221976,193916,110592,,
1781850686134862,stack,,,,4124,
1781850687140611,heap,222156,193916,110592,,
1781850687144628,stack,,,,4124,
1781850688147801,heap,221976,193916,110592,,
1781850688148640,stack,,,,4124,
1781850689152607,heap,221976,193916,110592,,
1781850689152872,stack,,,,4124,
1781850690159712,cpu,,,,,19.900
1781850691162134,heap,221976,193916,110592,,
1781850691162407,stack,,,,4124,
1781850692165237,heap,221976,193916,110592,,
1781850692165482,stack,,,,4124,
1781850693170267,heap,221976,193916,110592,,
1781850693176078,stack,,,,4124,
1781850694182113,heap,222164,193916,110592,,
1781850694183296,stack,,,,4124,
1781850695180197,heap,222164,193916,110592,,
1781850695180465,stack,,,,4124,
1781850696191644,cpu,,,,,48.300
1781850697193282,heap,222164,193916,110592,,
1781850697194600,stack,,,,4124,
1781850698192629,heap,222164,193916,110592,,
1781850698192859,stack,,,,4124,
1781850699193066,heap,221984,193916,110592,,
1781850699193289,stack,,,,4124,
1781850700201079,heap,222164,193916,110592,,
1781850700202180,stack,,,,4124,
1781850701199558,heap,222164,193916,110592,,
1781850701199749,stack,,,,4124,
1781850702202179,cpu,,,,,48.500
1781850703213736,heap,222164,193916,110592,,
1781850703214349,stack,,,,4124,
1781850704211522,heap,222164,193916,110592,,
1781850704212723,stack,,,,4124,
1781850705213831,heap,222164,193916,110592,,
1781850705214995,stack,,,,4124,
1781850706211262,heap,222164,193916,110592,,
1781850706211490,stack,,,,4124,
1781850707212134,heap,221984,193916,110592,,
1781850707212358,stack,,,,4124,
1781850708218320,cpu,,,,,50.300
1781850709220220,heap,222164,193916,110592,,
1781850709220508,stack,,,,4124,
1781850710221133,heap,222164,193916,110592,,
1781850710221373,stack,,,,4124,
1781850711224042,heap,221984,193916,110592,,
1781850711224234,stack,,,,4124,
1781850712224362,heap,222164,193916,110592,,
1781850712228719,stack,,,,4124,
1781850713234775,heap,221984,193916,110592,,
1781850713235817,stack,,,,4124,
1781850714246542,cpu,,,,,50.800
