ts_us,kind,free_B,min_free_since_boot_B,largest_block_B,stack_headroom_B,cpu_percent
1781686451628099,heap,223072,222448,110592,,
1781686451639555,stack,,,,4652,
1781686452629744,heap,218432,217952,110592,,
1781686452633610,stack,,,,4508,
1781686453629487,heap,223020,217952,110592,,
1781686453633498,stack,,,,4508,
1781686454629044,heap,223020,217952,110592,,
1781686454662960,stack,,,,4508,
1781686455659794,heap,223020,217952,110592,,
1781686455663751,stack,,,,4508,
1781686456654171,cpu,,,,,0.200
1781686457659694,heap,222804,217952,110592,,
1781686457663580,stack,,,,4508,
1781686458659272,heap,222804,217952,110592,,
1781686458663449,stack,,,,4508,
1781686459658784,heap,222804,217952,110592,,
1781686459662859,stack,,,,4508,
1781686460659408,heap,222804,217952,110592,,
1781686460663525,stack,,,,4508,
1781686461659228,heap,222804,217952,110592,,
1781686461663347,stack,,,,4508,
1781686462653806,cpu,,,,,0.200
1781686463659471,heap,222804,217952,110592,,
1781686463663257,stack,,,,4508,
1781686464658870,heap,222804,217952,110592,,
1781686464662824,stack,,,,4508,
1781686465659166,heap,222804,217952,110592,,
1781686465663039,stack,,,,4508,
1781686466659076,heap,222804,217952,110592,,
1781686466663338,stack,,,,4508,
1781686467658480,heap,222804,217952,110592,,
1781686467662373,stack,,,,4508,
1781686468653025,cpu,,,,,0.200
1781686469658509,heap,222804,217952,110592,,
1781686469662499,stack,,,,4508,
1781686470658407,heap,222804,217952,110592,,
1781686470662577,stack,,,,4508,
1781686471658426,heap,222804,217952,110592,,
1781686471662377,stack,,,,4508,
1781686472658310,heap,222804,217952,110592,,
1781686472662280,stack,,,,4508,
1781686473658619,heap,222804,217952,110592,,
1781686473662528,stack,,,,4508,
1781686474654864,cpu,,,,,0.300
1781686475678573,heap,222804,217952,110592,,
1781686475682515,stack,,,,4508,
1781686476678270,heap,222804,217952,110592,,
1781686476682383,stack,,,,4508,
1781686477678973,heap,222804,217952,110592,,
1781686477682656,stack,,,,4508,
1781686478678351,heap,222804,217952,110592,,
1781686478682330,stack,,,,4508,
1781686479678577,heap,222804,217952,110592,,
1781686479682328,stack,,,,4508,
1781686480673051,cpu,,,,,0.200
1781686481678147,heap,222804,217952,110592,,
1781686481682165,stack,,,,4508,
1781686482679068,heap,222804,217952,110592,,
1781686482682953,stack,,,,4508,
1781686483679044,heap,222804,217952,110592,,
1781686483683033,stack,,,,4508,
1781686484678913,heap,222804,217952,110592,,
1781686484683077,stack,,,,4508,
1781686485678857,heap,222804,217952,110592,,
1781686485682888,stack,,,,4508,
1781686486673274,cpu,,,,,0.200
1781686487679060,heap,222804,217952,110592,,
1781686487683046,stack,,,,4508,
1781686488677981,heap,222804,217952,110592,,
1781686488682190,stack,,,,4508,
1781686489678835,heap,222804,217952,110592,,
1781686489682606,stack,,,,4508,
1781686490678043,heap,222804,217756,110592,,
1781686490712043,stack,,,,4508,
1781686491708198,heap,222804,217756,110592,,
1781686491712144,stack,,,,4508,
1781686492702892,cpu,,,,,0.200
1781686493708731,heap,222804,217756,110592,,
1781686493712803,stack,,,,4508,
1781686494708993,heap,222804,217756,110592,,
1781686494712623,stack,,,,4508,
1781686495708087,heap,222804,217756,110592,,
1781686495712319,stack,,,,4508,
1781686496708046,heap,222804,217756,110592,,
1781686496712303,stack,,,,4508,
1781686497708730,heap,222804,217756,110592,,
1781686497712771,stack,,,,4508,
1781686498702377,cpu,,,,,0.200
1781686499708655,heap,222804,217756,110592,,
1781686499712730,stack,,,,4508,
1781686500707764,heap,222804,217756,110592,,
1781686500711843,stack,,,,4508,
1781686501708453,heap,222804,217756,110592,,
1781686501712161,stack,,,,4508,
1781686502708704,heap,222804,217756,110592,,
1781686502712785,stack,,,,4508,
1781686503707654,heap,222804,217756,110592,,
1781686503711851,stack,,,,4508,
1781686504702415,cpu,,,,,2.300
1781686505707926,heap,222804,217756,110592,,
1781686505712202,stack,,,,4508,
1781686506708602,heap,222804,217756,110592,,
1781686506712444,stack,,,,4508,
1781686507707622,heap,222804,217756,110592,,
1781686507711710,stack,,,,4508,
1781686508708273,heap,222804,217756,110592,,
1781686508712365,stack,,,,4508,
