host_time,esp_timestamp,delta_us
1781709022145419,464365,1781709021681054
1781709023057247,1378657,1781709021678590
1781709025488659,3805353,1781709021683306
1781709026217670,4532957,1781709021684713
1781709026256238,4547905,1781709021708333
1781709028674675,6990002,1781709021684673
1781709028716419,7003844,1781709021712575
1781709028766315,7004310,1781709021762005
1781709028813561,7005667,1781709021807894
1781709028852520,7006227,1781709021846293
1781709028894144,7006746,1781709021887398
1781709028938563,7007301,1781709021931262
1781709028977457,7008774,1781709021968683
1781709029021972,7013745,1781709022008227
1781709029069137,7024662,1781709022044475
1781709029108052,7026342,1781709022081710
1781709029149696,7029389,1781709022120307
1781709029188539,7039290,1781709022149249
1781709029229481,7046929,1781709022182552
1781709030569380,8891511,1781709021677869
1781709032783110,11102275,1781709021680835
1781709037877664,16201902,1781709021675762
1781709038030641,16355709,1781709021674932
1781709041082033,19399398,1781709021682635
1781709045933331,24248506,1781709021684825
1781709046778947,25094278,1781709021684669
1781709046903218,25220971,1781709021682247
1781709049878893,28202743,1781709021676150
1781709052640394,30955421,1781709021684973
1781709056861321,35177224,1781709021684097
1781709059915881,38236782,1781709021679099
1781709060634760,38954288,1781709021680472
1781709062599383,40916053,1781709021683330
1781709064404745,42720934,1781709021683811
1781709069479853,47801211,1781709021678642
1781709069532534,47856211,1781709021676323
1781709069595768,47918663,1781709021677105
1781709069659547,47980951,1781709021678596
1781709070076386,48393407,1781709021682979
1781709070115130,48404454,1781709021710676
1781709070156634,48406717,1781709021749917
1781709070195798,48408107,1781709021787691
1781709070237630,48410440,1781709021827190
1781709071177221,49501271,1781709021675950
1781709072542517,50861525,1781709021680992
1781709073935408,52249207,1781709021686201
1781709074560214,52883728,1781709021676486
1781709081285760,59604574,1781709021681186
1781709083472305,61791962,1781709021680343
1781709087699531,66023728,1781709021675803
1781709089318175,67638769,1781709021679406
1781709091362674,69685872,1781709021676802
1781709093574857,71899770,1781709021675087
1781709093788775,72102557,1781709021686218
1781709096923819,75246404,1781709021677415
1781709097368374,75687960,1781709021680414
1781709097410487,75698092,1781709021712395
1781709097677628,75997828,1781709021679800
1781709097870549,76188955,1781709021681594
1781709098046723,76368877,1781709021677846
1781709098355413,76672765,1781709021682648
1781709098717466,77031021,1781709021686445
1781709099166743,77490350,1781709021676393
1781709099300282,77617294,1781709021682988
1781709099681974,78004072,1781709021677902
1781709099758978,78073180,1781709021685798
1781709099800627,78075888,1781709021724739
1781709099836789,78077202,1781709021759587
1781709099884017,78077484,1781709021806533
1781709099928808,78077577,1781709021851231
1781709100468496,78791692,1781709021676804
1781709101677485,79997998,1781709021679487
1781709103704805,82025371,1781709021679434
1781709103791003,82115689,1781709021675314
1781709105537231,83848824,1781709021688407
1781709109260907,87582148,1781709021678759
1781709109490200,87813809,1781709021676391
1781709109579369,87902606,1781709021676763
1781709110159458,88477259,1781709021682199
1781709113577289,91897246,1781709021680043
1781709114808035,93127500,1781709021680535
1781709114871351,93188917,1781709021682434
1781709117200515,95523083,1781709021677432
1781709117931138,96250549,1781709021680589
1781709119274898,97597748,1781709021677150
1781709119731474,98056169,1781709021675305
1781709121103018,99426060,1781709021676958
1781709122492879,100812679,1781709021680200
1781709123063069,101387399,1781709021675670
1781709123158905,101475185,1781709021683720
1781709123643674,101966858,1781709021676816
1781709123885508,102206500,1781709021679008
1781709124136231,102456129,1781709021680102
1781709124862425,103180940,1781709021681485
1781709128254063,106576472,1781709021677591
1781709129842348,108163190,1781709021679158
1781709129886215,108206236,1781709021679979
1781709130164544,108485905,1781709021678639
1781709131077323,109394993,1781709021682330
1781709131271095,109587858,1781709021683237
1781709132851821,111170721,1781709021681100
1781709133005857,111328437,1781709021677420
1781709133191186,111507821,1781709021683365
1781709133292463,111608206,1781709021684257
1781709133961123,112281999,1781709021679124
1781709134124501,112440377,1781709021684124
1781709135196023,113515009,1781709021681014
1781709135487304,113804561,1781709021682743
1781709135528907,113804691,1781709021724216
1781709135570212,113804852,1781709021765360
1781709139509268,117825560,1781709021683708
1781709140903053,119224362,1781709021678691
