host_time,esp_timestamp,delta_us
1781708845047878,667564,1781708844380314
1781708845177879,794192,1781708844383687
1781708846353950,1974561,1781708844379389
1781708846672437,2290470,1781708844381967
1781708846708482,2304297,1781708844404185
1781708846744714,2337974,1781708844406740
1781708846788844,2366368,1781708844422476
1781708846833621,2366625,1781708844466996
1781708846877694,2366746,1781708844510948
1781708846913765,2367539,1781708844546226
1781708846955491,2467515,1781708844487976
1781708846991975,2467636,1781708844524339
1781708847033512,2467879,1781708844565633
1781708847078240,2468122,1781708844610118
1781708847116756,2468235,1781708844648521
1781708847163908,2594288,1781708844569620
1781708847199967,2595474,1781708844604493
1781708847247113,2595587,1781708844651526
1781708847286036,2621784,1781708844664252
1781708847327682,2783687,1781708844543995
1781708847367068,2833803,1781708844533265
1781708847411588,2920808,1781708844490780
1781708847453043,2960482,1781708844492561
1781708847488871,3007984,1781708844480887
1781708847530639,3091731,1781708844438908
1781708847572331,3111921,1781708844460410
1781708848141010,3759305,1781708844381705
1781708848183495,3792373,1781708844391122
1781708848795745,4417462,1781708844378283
1781708848840909,4448004,1781708844392905
1781708849060982,4672635,1781708844388347
1781708849311041,4926170,1781708844384871
1781708849738203,5355549,1781708844382654
1781708849795869,5414899,1781708844380970
1781708849851186,5468099,1781708844383087
1781708850358428,5975190,1781708844383238
1781708850491351,6104337,1781708844387014
1781708850573793,6192414,1781708844381379
1781708850608259,6218067,1781708844390192
1781708850764864,6386245,1781708844378619
1781708854915391,10534953,1781708844380438
1781708855400964,11020950,1781708844380014
1781708855762568,11375619,1781708844386949
1781708855802123,11396313,1781708844405810
1781708855975799,11592581,1781708844383218
1781708856028887,11647499,1781708844381388
1781708856309774,11930632,1781708844379142
1781708856413892,12027453,1781708844386439
1781708857823235,13441349,1781708844381886
1781708859450686,15068168,1781708844382518
1781708859643497,15259114,1781708844384383
1781708860397471,16019755,1781708844377716
1781708860942610,16552778,1781708844389832
1781708860978603,16555904,1781708844422699
1781708861015215,16556521,1781708844458694
1781708861644731,17259739,1781708844384992
1781708861795979,17414480,1781708844381499
1781708862153283,17768935,1781708844384348
1781708862243188,17862250,1781708844380938
1781708862282405,17872754,1781708844409651
1781708862326891,17874560,1781708844452331
1781708862365459,17909122,1781708844456337
1781708862404696,17967668,1781708844437028
1781708862448500,17988558,1781708844459942
1781708862489373,18012606,1781708844476767
1781708862543893,18160375,1781708844383518
1781708862699855,18313434,1781708844386421
1781708862744501,18340738,1781708844403763
1781708862783334,18353944,1781708844429390
1781708862823812,18435740,1781708844388072
1781708863165706,18781699,1781708844384007
1781708863202026,18794700,1781708844407326
1781708863243472,18794812,1781708844448660
1781708863283679,18797364,1781708844486315
1781708863434926,19047935,1781708844386991
1781708863525294,19134506,1781708844390788
1781708863650743,19267784,1781708844382959
1781708863744252,19359059,1781708844385193
1781708864666931,20280767,1781708844386164
1781708864753108,20374569,1781708844378539
1781708866087233,21703414,1781708844383819
1781708866174857,21793573,1781708844381284
1781708866208541,21821700,1781708844386841
1781708866422279,22036506,1781708844385773
1781708866540427,22157776,1781708844382651
1781708867319463,22935292,1781708844384171
1781708867363701,22967461,1781708844396240
1781708867403874,22992688,1781708844411186
1781708867476799,23088988,1781708844387811
1781708867796093,23412711,1781708844383382
1781708867936466,23550579,1781708844385887
1781708869433373,25049639,1781708844383734
1781708869466511,25051686,1781708844414825
1781708869543162,25160644,1781708844382518
1781708869894448,25512991,1781708844381457
1781708870046207,25662162,1781708844384045
1781708872523945,28142510,1781708844381435
1781708872646532,28256280,1781708844390252
1781708873596681,29213004,1781708844383677
1781708873635990,29239665,1781708844396325
1781708873680984,29254744,1781708844426240
1781708873904991,29518520,1781708844386471
1781708873949425,29547170,1781708844402255
1781708873994373,29594671,1781708844399702
1781708874046181,29658696,1781708844387485
1781708874139367,29753778,1781708844385589
1781708874296709,29917371,1781708844379338
1781708874451998,30068590,1781708844383408
1781708874495962,30069309,1781708844426653
1781708874721426,30338382,1781708844383044
1781708874768746,30384227,1781708844384519
1781708875049750,30667894,1781708844381856
1781708875206554,30819941,1781708844386613
