host_time,esp_timestamp,delta_us
1781708757229231,864271,1781708756364960
1781708758123973,1755688,1781708756368285
1781708759547864,3189316,1781708756358548
1781708759683865,3318481,1781708756365384
1781708760282819,3918719,1781708756364100
1781708760563834,4198958,1781708756364876
1781708761061994,4701274,1781708756360720
1781708761381753,5017010,1781708756364743
1781708761853588,5490134,1781708756363454
1781708761900560,5538099,1781708756362461
1781708762370691,6006864,1781708756363827
1781708762637627,6282734,1781708756354893
1781708763607434,7250245,1781708756357189
1781708763668962,7314024,1781708756354938
1781708764151990,7793216,1781708756358774
1781708764185727,7795723,1781708756390004
1781708765251277,8884222,1781708756367055
1781708765375714,9015711,1781708756360003
1781708766520940,10160200,1781708756360740
1781708766600729,10243031,1781708756357698
1781708766640288,10275830,1781708756364458
1781708766805557,10448433,1781708756357124
1781708766848452,10487983,1781708756360469
1781708767161169,10796526,1781708756364643
1781708767376670,11009394,1781708756367276
1781708767421426,11012051,1781708756409375
1781708768164711,11807063,1781708756357648
1781708768432876,12069891,1781708756362985
1781708768752910,12388004,1781708756364906
1781708769825792,13467037,1781708756358755
1781708770012155,13650150,1781708756362005
1781708770192876,13827897,1781708756364979
1781708770332581,13972287,1781708756360294
1781708770435508,14075032,1781708756360476
1781708770546541,14180936,1781708756365605
1781708770603181,14238762,1781708756364419
1781708770639217,14241267,1781708756397950
1781708770956350,14596029,1781708756360321
1781708771274688,14917362,1781708756357326
1781708773732907,17368222,1781708756364685
1781708773830779,17469706,1781708756361073
1781708773941853,17577800,1781708756364053
1781708776670328,20301433,1781708756368895
1781708777550345,21195619,1781708756354726
1781708777621336,21260999,1781708756360337
1781708778044775,21686363,1781708756358412
1781708779088305,22726282,1781708756362023
1781708779134696,22728788,1781708756405908
1781708779918868,23556749,1781708756362119
1781708780311160,23953101,1781708756358059
1781708781102819,24738797,1781708756364022
1781708781144968,24759028,1781708756385940
1781708781231927,24871050,1781708756360877
1781708781711597,25354445,1781708756357152
1781708782803946,26443607,1781708756360339
1781708782915210,26554384,1781708756360826
1781708782954235,26579119,1781708756375116
1781708782991607,26592450,1781708756399157
1781708784464130,28100126,1781708756364004
1781708784515042,28147880,1781708756367162
1781708784847073,28487408,1781708756359665
1781708785494511,29132886,1781708756361625
1781708785563243,29202257,1781708756360986
1781708785599969,29207072,1781708756392897
1781708785651645,29290569,1781708756361076
1781708785726153,29362916,1781708756363237
1781708785769987,29376127,1781708756393860
1781708785910234,29554247,1781708756355987
1781708785953218,29592295,1781708756360923
1781708786309465,29953006,1781708756356459
1781708786355046,29997382,1781708756357664
1781708786399081,30017178,1781708756381903
